Unnamed: 0,TARGET.52.PADYCE.01A.01R,TARGET.52.PARTKH.01A.01R,TARGET.20.PASGCE.09A.01R,TARGET.52.PASILR.01A.01R,TARGET.20.PASHHH.09A.01R,TARGET.21.PARHRS.09A.02R,TARGET.20.PARYXV.09A.01R,TARGET.52.PAWFWK.01A.01R,TARGET.52.PASAMZ.01A.01R,TARGET.20.PAECCE.04A.01R,TARGET.52.PADWRZ.01A.01R,TARGET.20.PASIEP.09A.01R,TARGET.20.PASEYM.09A.01R,TARGET.20.PASFYF.03A.01R,TARGET.20.PAPVKG.09A.01R,TARGET.52.PASXGF.01A.01R,TARGET.20.PARFIW.03A.01R,TARGET.52.PASNED.01A.01R,TARGET.52.PAKLYZ.01A.01R,TARGET.52.PASGCL.01A.02R,TARGET.20.PASELF.09A.01R,TARGET.20.PARXEC.09A.01R,TARGET.20.PARCVP.09A.01R,TARGET.52.PAVITI.01A.01R,TARGET.52.PARZRH.01A.02R,TARGET.52.PARGRN.01A.01R,TARGET.52.PAKTCT.01A.01R,TARGET.52.PAREWI.01A.02R,TARGET.20.PASFZN.09A.01R,TARGET.52.PAJPHJ.01A.01R,TARGET.52.PAEHIP.01A.01R,TARGET.52.PAWFBL.01A.01R,TARGET.20.PASFIT.09A.01R,TARGET.52.PAKPEW.01A.01R,TARGET.52.PAJLRA.01A.01R,TARGET.52.PAJMBW.01A.01R,TARGET.20.PASAFM.09A.01R,TARGET.52.NAAELV.50B.01R,TARGET.20.PASYJI.09A.03R,TARGET.20.PARGDB.04A.02R,TARGET.21.PARXYR.41A.02R,TARGET.52.PAVCKS.01A.01R,TARGET.52.PARKKN.01A.01R,TARGET.52.PASGGN.01A.01R,TARGET.52.PAVDPR.01A.01R,TARGET.52.PAVVIT.01A.01R,TARGET.52.PATYUA.01A.01R,TARGET.21.PARZIA.09A.01R,TARGET.20.PASBHI.09A.01R,TCGA.AB.2845.03B.01T.0748.13,TCGA.AB.2888.03B.01T.0748.13,TCGA.AB.2990.03B.01T.0748.13,TCGA.AB.2803.03A.01T.0734.13,TCGA.AB.2853.03A.01T.0734.13,TCGA.AB.2826.03A.01T.0734.13,TCGA.AB.2963.03A.01T.0734.13,TCGA.AB.2818.03A.01T.0734.13,TCGA.AB.2822.03A.01T.0734.13,TCGA.AB.2806.03A.01T.0734.13,TCGA.AB.2833.03A.01T.0734.13,TCGA.AB.2834.03A.01T.0734.13,TCGA.AB.2964.03A.01T.0734.13,TCGA.AB.2839.03A.01T.0734.13,TCGA.AB.2913.03A.01T.0734.13,TCGA.AB.2904.03A.01T.0734.13,TCGA.AB.2912.03A.01T.0734.13,TCGA.AB.2917.03A.01T.0734.13,TCGA.AB.2971.03A.01T.0734.13,TCGA.AB.2916.03A.01T.0734.13,TCGA.AB.2973.03A.01T.0734.13,TCGA.AB.2957.03A.01T.0734.13,TCGA.AB.2933.03A.01T.0734.13,TCGA.AB.2977.03A.01T.0734.13,TCGA.AB.2972.03A.01T.0734.13,TCGA.AB.2942.03A.01T.0734.13,TCGA.AB.2893.03A.01T.0734.13,TCGA.AB.2878.03A.01T.0734.13,TCGA.AB.2983.03A.01T.0734.13,TCGA.AB.2985.03A.01T.0734.13,TCGA.AB.2894.03A.01T.0734.13,TCGA.AB.2984.03A.01T.0734.13,TCGA.AB.2991.03A.01T.0735.13,TCGA.AB.2937.03A.01T.0734.13,TCGA.AB.2929.03A.01T.0735.13,TCGA.AB.2997.03A.01T.0735.13,TCGA.AB.2950.03A.01T.0735.13,TCGA.AB.2996.03A.01T.0735.13,TCGA.AB.2870.03A.01T.0735.13,TCGA.AB.2880.03A.01T.0735.13,TCGA.AB.2925.03A.01T.0735.13,TCGA.AB.2891.03A.01T.0735.13,TCGA.AB.2869.03A.01T.0735.13,TCGA.AB.2897.03A.01T.0735.13,TCGA.AB.2900.03A.01T.0735.13,TCGA.AB.2881.03A.01T.0735.13,TCGA.AB.2871.03A.01T.0735.13,TCGA.AB.2901.03A.01T.0735.13,TCGA.AB.2873.03A.01T.0735.13,TCGA.AB.2886.03A.01T.0735.13,TCGA.AB.3012.03A.01T.0736.13
hsa-mir-2467,2,0,2,0,0,0,2,1,0,0,0,3,5,0,0,1,0,0,2,0,0,2,0,0,2,0,3,3,0,0,0,1,0,1,1,0,0,2,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-25,92099,55453,367969,41608,216454,17067,167275,86208,58711,39354,90625,305445,252439,166219,104373,72788,81717,167223,194671,58025,162358,153468,201681,111539,129295,89852,82167,48166,89998,71516,71887,96517,89048,104347,82133,112825,170795,402692,407850,604909,54903,98949,52100,37357,32469,142466,49249,351457,156623,34903,24215,27814,22019,16307,26794,15992,19085,22123,39768,13456,39924,23271,17649,12380,24514,22942,13245,28814,11125,9714,9970,20053,12190,17123,21039,32400,14411,19839,17726,10838,65327,19885,33614,19515,9385,13801,17381,26543,23199,11251,13262,12203,10401,5063,17583,13492,14258,16651,22199,8311
hsa-mir-2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-2682,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,136,0,0,0,0,32,526,95,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-26a-1,8500,5084,8894,5496,11604,512,13314,9029,6819,318,7842,6300,4150,7541,2850,8742,5438,8337,5745,7314,8407,3702,5152,12954,12785,4498,12709,3775,5034,8491,5864,11080,6074,9677,8204,8141,5685,7306,21826,22519,3798,7293,9181,3141,3425,10549,5351,19507,4921,1753,1276,2110,1167,617,1377,722,1150,1563,1278,667,1132,1341,1287,556,1243,888,1983,1503,857,770,880,1180,2336,1047,923,673,1290,2131,524,611,3458,1947,677,3569,4071,815,2353,1555,1119,668,805,638,1168,403,1711,1688,1002,1717,1784,1859
hsa-mir-26a-2,8514,5275,9174,5590,11824,534,13384,9064,6693,300,7820,6490,4319,7639,2864,8915,5390,8540,5861,6971,8250,3637,5299,12899,12970,4476,12486,3787,5143,8391,6067,11224,6087,9745,8263,8369,5879,7627,21871,22954,3908,7202,9284,3181,3488,10626,5543,19604,4921,1862,1255,2067,1190,642,1461,782,1178,1603,1235,678,1098,1244,1275,551,1262,878,1929,1488,855,763,905,1198,2351,1019,934,634,1390,2129,521,600,3409,1926,729,3566,4102,831,2343,1580,1054,711,800,652,1141,402,1813,1736,991,1726,1837,1869
hsa-mir-26b,4268,5056,8682,3038,5725,203,7208,4685,5201,802,5221,4822,5128,5934,3480,6068,4173,7895,4513,4921,5051,4316,4407,7802,12898,7126,7019,3731,2231,7467,4357,7619,3931,6100,9546,7230,4694,8536,16239,46957,2187,5321,6832,2787,2415,6386,3865,15697,2355,2943,1584,3761,857,1388,4698,2286,3727,1425,2766,1171,2978,1522,1242,821,2016,1547,2378,2576,1387,1553,1573,1732,2919,2058,1925,2848,2001,3315,2018,1490,5275,2214,1192,3905,4839,2276,3022,3931,2977,2088,1637,1257,1650,1111,3663,2625,2092,5235,3058,2675
hsa-mir-27a,8347,6695,9110,4394,4095,451,24343,3586,2483,590,5250,15268,15542,13015,1711,10889,3449,1663,5717,4507,15644,14497,4207,9322,15126,4518,3068,1835,4856,6357,3077,16188,4006,6523,5247,10135,4574,44247,52917,16734,3658,8651,4357,5697,6854,3968,5213,26255,5216,2024,1905,9843,1433,2431,14769,2876,7981,1433,2570,2081,3534,2136,5062,1654,1463,1759,3853,3471,1929,4450,3251,2258,3645,1901,3710,6209,2454,1923,2443,2838,7617,1485,3752,3183,3321,1166,1153,5514,2950,2422,1414,974,855,1053,4045,1592,4249,4190,1677,1239
hsa-mir-27b,6650,4443,1243,3125,1375,26,2555,11351,24309,104,3519,1581,1291,1028,610,7551,622,4225,23687,1156,1017,977,478,9421,6684,5325,35872,7033,545,1615,2488,49280,722,58412,3369,8551,768,8393,3969,4264,709,4349,2301,2154,26618,21504,2003,3622,299,269,149,379,212,192,674,199,522,215,424,104,420,409,294,272,129,149,286,298,182,178,123,219,327,283,248,474,197,490,202,313,885,376,196,1144,304,280,273,329,312,215,182,128,201,61,268,248,275,374,129,280
hsa-mir-28,19715,13028,40742,10319,30938,1513,21092,15428,11443,9458,14129,20491,25545,35530,9758,14101,12204,50372,12985,7735,17529,34858,16936,17316,8274,1422,21970,3817,14771,5836,15957,10812,6490,24559,18189,16167,16615,112663,48238,39403,8133,25820,32247,5217,6221,33475,6355,28958,11074,3232,3556,3135,2626,3384,4684,2717,4013,5218,3474,2840,3414,3213,3168,1811,2571,2988,1434,4823,1757,2174,1419,2855,2341,2122,2931,5869,1657,2976,4474,2448,9580,2436,3181,3814,920,1178,2483,3786,3209,2368,1904,2261,1465,1534,2505,2141,1368,3400,2217,1735
hsa-mir-2861,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-296,10,49,8,48,113,6,7,15,99,6,2,2,121,5,1,6,30,39,815,4,3,2,3,18,325,307,10,20,2,39,110,10,2,15,169,6,4,26,3,24,8,5,16,76,15,46,54,21,1,1,1,2,0,5,10,5,5,4,2,1,0,10,2,3,1,3,1,20,2,8,2,0,0,11,2,15,7,3,3,25,2,4,3,0,1,1,9,4,0,5,3,11,4,4,3,14,7,7,0,5
hsa-mir-297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-299,136,317,0,76,0,0,0,469,133,0,74,1,0,1,0,111,4,649,189,342,0,0,0,433,18,1125,278,392,0,310,254,562,0,31,324,259,0,0,0,7,0,6,73,53,504,89,293,2,1,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,2,0,74,0,0,1,0,0,0,2,0,0,1,39,0,0,0,0,1,2,108
hsa-mir-29a,37035,19260,20726,67832,34321,733,25123,15607,32207,427,20522,21413,31004,12260,13019,11095,11331,5932,31058,38156,14693,22230,6589,89821,10410,65861,4167,19221,6968,25918,20613,13507,8322,15662,37028,17915,14163,240929,48419,213796,25656,24601,29392,8805,63494,16036,7238,66338,6743,6854,5809,9180,6026,1519,5264,3384,5433,3525,2414,1557,3331,4474,1980,4997,6882,4188,3301,5320,4236,3717,1827,3792,2484,5776,3018,2739,5771,7920,2202,2681,1581,5120,4644,2826,11845,1622,3595,3829,3868,2867,3223,4428,5074,933,3710,6805,2033,8274,7064,7780
hsa-mir-29b-1,2616,2232,1112,5424,2239,11,1251,952,1095,37,1029,658,1452,574,521,623,608,367,850,1805,695,1025,404,7574,677,2970,276,1255,533,1839,1193,870,392,1193,1306,1613,646,22075,603,7733,1187,2079,2734,807,7271,461,359,2671,274,218,270,310,79,128,654,420,793,96,177,108,273,436,82,239,408,512,168,402,490,260,96,255,125,553,194,243,463,462,144,186,185,270,225,318,211,145,266,244,211,190,349,279,171,62,281,494,167,418,269,301
hsa-mir-29b-2,2717,2096,1834,5369,2364,22,1685,958,1069,100,1036,806,1822,775,783,674,727,652,1036,1834,858,1181,633,7760,701,2966,357,1310,681,1854,1139,947,529,1323,1435,1619,782,21562,676,8708,1255,2217,2928,793,7101,538,384,2795,412,295,325,370,122,175,762,478,955,151,272,153,382,432,144,286,440,556,203,460,459,304,107,342,158,583,190,372,549,590,168,186,245,260,272,329,294,161,323,288,283,215,395,308,258,90,294,628,211,461,349,415
hsa-mir-29c,5295,2124,9950,2046,8919,124,24751,1088,845,33,3028,10983,11923,6355,5014,3869,2379,7098,6669,2695,6179,3574,3703,6137,3080,1266,3586,856,6697,787,1416,3698,4939,9741,2088,3884,6612,1683,12277,68733,9870,6812,9175,949,1717,3348,1642,38540,4077,1853,1091,3190,1546,471,2027,1160,2912,559,1495,348,1003,654,956,1210,1261,1044,1492,878,855,1387,462,1068,1013,1911,712,705,3215,2555,440,470,1483,846,624,1035,2348,604,625,896,795,721,644,912,931,228,506,1135,488,1546,1438,831
hsa-mir-300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-301a,226,255,523,55,134,2,203,197,230,11,228,117,193,133,118,163,67,403,624,48,94,305,69,145,471,323,285,190,56,100,146,375,47,488,108,705,87,1604,95,274,86,277,308,88,83,476,261,114,38,94,84,58,13,29,286,74,84,52,46,57,238,47,34,32,51,58,68,41,56,45,47,73,46,98,27,189,93,59,44,33,76,35,28,26,23,33,12,64,73,26,70,20,29,14,27,58,98,56,44,42
hsa-mir-301b,33,46,40,8,9,1,14,31,47,4,29,8,33,5,21,21,7,46,270,9,1,44,14,21,66,28,55,14,3,11,16,38,11,44,9,105,5,336,14,49,11,61,9,11,7,39,52,14,5,6,5,4,0,0,18,9,4,1,8,12,20,6,2,1,7,24,2,6,4,2,4,2,4,4,2,24,2,9,8,2,4,4,8,1,3,6,0,4,9,1,7,2,7,4,4,0,9,4,14,6
hsa-mir-302a,14,179,0,1,0,0,0,200,0,0,0,0,0,0,0,1,0,587,2,0,0,0,0,20,991,1,19,11,0,2,917,3,0,6,1,188,0,329,0,0,0,0,4,79,1,3062,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-302b,21,212,0,0,0,0,0,224,0,0,1,0,0,0,0,1,0,952,1,0,0,0,0,29,1109,2,16,3,0,6,1597,4,0,3,2,234,0,419,0,0,0,2,10,108,0,4236,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-302c,0,19,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,89,0,0,0,0,0,40,0,0,0,0,18,0,61,0,0,0,0,1,4,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-302d,2,43,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,2,228,0,2,0,0,0,93,0,0,0,0,40,0,82,0,0,0,0,1,10,0,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-302e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-302f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3064,0,5,5,2,3,7,3,2,0,2,3,10,6,2,1,1,1,3,9,2,2,2,2,4,9,4,0,5,0,4,0,2,2,3,2,3,1,8,2,10,4,4,2,0,4,2,2,7,3,0,1,1,2,0,1,0,1,3,0,0,2,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,1,2,1,0
hsa-mir-3065,557,93,110,126,37,0,211,259,282,4,741,21,12,91,9,76,21,1712,693,98,56,6,42,104,395,184,682,139,30,134,216,195,36,538,264,252,4,699,23,90,8,208,525,129,124,779,46,104,51,2,1,2,10,0,4,2,1,17,5,0,8,19,4,0,3,14,14,2,8,0,6,17,9,3,0,6,18,3,9,1,15,10,6,11,13,0,0,9,1,1,2,0,6,2,3,1,34,9,7,5
hsa-mir-3074,43,79,290,17,67,16,83,62,32,122,212,110,176,54,17,78,52,291,36,58,74,219,23,77,132,166,52,94,96,55,135,28,16,28,75,179,45,698,78,83,55,72,89,20,10,181,58,76,19,34,21,36,3,16,98,17,31,20,9,26,60,34,9,5,48,54,20,49,11,29,9,16,22,20,12,122,14,19,103,33,49,13,13,25,3,14,35,41,29,15,63,12,4,5,12,15,10,44,6,12
hsa-mir-30a,120058,12884,1459,50713,57478,20,1743,12030,23247,314,20702,9387,1461,465,268,218635,4449,33221,27940,7530,4831,1047,33049,119330,144217,5869,34614,8897,2673,5574,39384,69112,336,461717,7032,53202,1680,2364,1045,6320,1361,635103,48175,8287,14903,14830,19613,3775,129,601,120,254,1059,68,184,120,1053,613,173,447,1459,707,75,122,784,1992,163,408,73,310,73,255,102,167,78,323,1756,972,284,106,293,437,149,194,29,902,374,303,286,317,158,93,206,75,120,530,93,2021,135,1307
hsa-mir-30b,1788,1098,4962,1105,4182,175,6718,3276,1136,120,989,4581,3362,10378,1262,2851,2227,2369,3609,1402,3321,1808,4448,3537,2662,953,1182,864,5974,1470,863,2011,2380,4541,1888,3334,9886,3437,12060,10148,1999,1324,2511,664,579,1848,1418,56569,1954,3032,1062,2620,1358,948,4920,1728,3706,3148,5201,712,2258,1911,1494,1821,4481,1821,3043,3611,741,985,1779,1700,3100,1578,1658,1443,2136,3007,552,1728,6284,1179,711,3101,1481,891,2627,2478,2833,665,1058,1333,1321,503,2795,1890,3275,2047,3034,1853
hsa-mir-30c-1,2676,1452,10088,1912,5254,106,6142,2373,1968,257,2371,2950,2560,7255,1189,3486,1458,11076,1747,1332,3910,3576,2871,4030,5115,877,2836,2116,3357,2864,2206,3333,2906,6885,2390,3243,5141,1652,3186,9832,954,5964,4006,929,894,4488,1115,18224,1830,1967,1434,1396,1147,921,3053,1381,3121,1038,2497,458,2022,2042,607,585,2308,977,834,1880,407,359,680,654,672,1011,638,843,733,791,448,808,1834,1586,410,2490,774,788,1229,1728,2314,526,1045,1109,1850,512,1873,1920,1736,1884,2114,2288
hsa-mir-30c-2,2868,1506,10186,1970,5308,74,6103,2371,2057,219,2413,2864,2458,7230,1230,4027,1415,11172,1865,1349,3906,3535,2687,4251,5458,891,2879,2065,3291,2994,2376,3403,2990,8126,2388,3343,5197,1653,3002,9909,873,7934,4132,912,869,4400,1065,18191,1843,1960,1420,1514,1134,1016,2973,1352,3156,1101,2477,444,2028,2029,569,545,2360,962,835,1925,414,365,669,695,694,979,637,765,850,802,460,806,1785,1557,405,2550,728,836,1179,1795,2322,579,1018,1090,1794,462,1947,1881,1731,1956,2209,2224
hsa-mir-30d,20760,9473,202489,11701,63044,4324,230723,75459,15192,7838,12904,102543,69438,119839,27139,14604,20711,70222,36013,24660,152206,73852,67607,44587,36125,14946,28776,14258,161389,9482,30705,24201,80469,41224,25530,31136,179870,19491,205345,93767,35773,27059,63105,6059,14166,43660,8904,162266,62956,23863,14032,15725,24699,10683,10500,6840,13350,24137,18952,8601,10513,19148,12219,10656,24581,18052,8968,20140,4138,3684,6725,10020,13982,13209,11684,9884,16671,17802,5145,9557,25948,10808,14719,13357,8809,5235,13174,18652,15179,4368,4753,6135,8219,4207,19127,11920,15769,10861,20017,10457
hsa-mir-30e,76344,42054,412010,42728,171972,2049,243672,68656,46873,4625,69373,80133,137197,185093,60218,54728,65964,288972,49600,72456,139499,202971,74432,77055,122096,46277,91426,63372,105819,66230,81896,59123,116346,87815,60726,81135,189582,183645,356187,316161,54607,58680,118429,26761,22513,106751,30019,325062,68456,50425,35355,43762,27663,18843,53564,35524,49021,22193,43250,15667,36968,31449,13635,11558,42524,31040,23201,39892,20755,16385,9612,29848,19295,25044,21161,27957,32486,24005,13429,20925,48286,29137,22696,35503,13735,19459,12707,38508,44745,22275,17995,20021,31178,11238,24050,28232,22523,36870,36110,29872
hsa-mir-31,26,2,3,4,2,0,5,1,0,0,2,0,3,0,1,38,5,8,0,0,1,3,0,32,6,0,11,0,4,0,1,19,2,43,0,1,18,1,1,21,12,0,16,0,0,1,2,48,0,1,3,2,0,0,1,2,1,4,2,1,0,1,0,2,2,1,3,3,7,0,1,1,0,2,2,3,2,2,1,0,2,3,1,0,1,2,3,0,0,0,0,2,0,0,4,7,0,0,3,1
hsa-mir-3115,1,1,21,1,0,1,1,1,0,0,2,16,26,0,2,8,0,6,1,0,0,1,0,2,4,0,7,5,0,0,0,23,0,1,0,2,0,11,8,0,0,1,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-mir-3116-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3116-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3117,2,0,1,1,1,0,0,2,0,0,0,0,2,0,0,2,1,2,383,0,0,0,0,15,14,2,17,0,0,3,8,58,1,17,0,5,0,0,1,0,0,2,0,2,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3118-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3118-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3118-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3118-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3119-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3119-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-3120,1,1,0,0,2,0,0,5,1,1,3,0,0,0,0,1,0,4,0,0,0,0,0,3,0,3,11,0,0,3,2,2,0,1,1,3,0,0,0,0,0,2,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
